;cidade;area;quartos;banheiro;estacionamento;andar;aceita animal?;mobilhado;valor condomínio (R$);valor do aluguel (R$);imposto do imóvel (R$);seguro fiança (R$);total (R$);valores mensais (R$);valores anuais (R$)
6576;São Paulo;420;3;4;4;-;não aceita;sem mobilha;0;6000;417;91;6508;6000;72508
6577;Porto Alegre;204;4;4;2;-;aceita;sem mobilha;0;3440;100;62;3602;3440;41442
6578;São Paulo;110;2;2;1;-;aceita;sem mobilha;0;2200;192;34;2426;2200;26626
6579;São Paulo;645;5;8;8;-;aceita;sem mobilha;0;15000;2334;226;17560;15000;182560
6580;São Paulo;260;4;5;5;3;aceita;sem mobilha;3428;11000;2441;140;17010;14428;175717
6581;São Paulo;160;2;1;0;12;não aceita;sem mobilha;1200;2400;0;31;3631;3600;43231
6582;São Paulo;50;2;1;0;-;aceita;sem mobilha;0;1200;42;19;1261;1200;14461
6583;Rio de Janeiro;40;1;2;0;7;aceita;sem mobilha;500;1800;53;24;2377;2300;27677
6584;Rio de Janeiro;60;2;1;0;1;aceita;mobilhado;615;3000;84;39;3738;3615;43503
6585;Rio de Janeiro;30;1;1;0;12;aceita;sem mobilha;0;1000;50;13;1063;1000;12063
6586;Rio de Janeiro;75;3;2;0;8;aceita;sem mobilha;800;1615;124;12;2551;2415;29116
6587;Rio de Janeiro;78;3;3;1;2;aceita;sem mobilha;930;2850;206;37;4023;3780;45603
6588;Belo Horizonte;140;4;2;2;1;aceita;sem mobilha;1000;3500;413;47;4960;4500;54460
6589;Campinas;500;3;7;5;14;aceita;mobilhado;1890;7950;900;101;10840;9840;119081
6590;Porto Alegre;80;1;1;0;-;aceita;sem mobilha;0;971;15;18;1004;971;11685
6591;Porto Alegre;182;3;4;2;-;aceita;sem mobilha;164;2900;74;52;3190;3064;36894
6592;São Paulo;90;2;1;1;-;aceita;sem mobilha;0;2735;19;42;2796;2735;32881
6593;São Paulo;103;3;2;1;2;aceita;sem mobilha;1133;1500;137;6;2776;2633;31739
6594;Porto Alegre;180;3;2;3;2;aceita;mobilhado;0;5100;250;75;5425;5100;61525
6595;Belo Horizonte;32;1;1;0;-;não aceita;mobilhado;550;1100;0;15;1665;1650;19815
6596;Campinas;52;1;1;1;6;aceita;sem mobilha;360;750;46;10;1166;1110;13376
6597;Rio de Janeiro;75;4;1;0;2;aceita;sem mobilha;800;2200;34;29;3063;3000;36063
6598;Belo Horizonte;290;4;5;4;-;aceita;sem mobilha;0;6000;500;99;6599;6000;72599
6599;Rio de Janeiro;50;1;1;1;6;aceita;mobilhado;750;2000;0;10;2760;2750;33010
6600;São Paulo;550;5;6;4;-;aceita;sem mobilha;0;15000;1119;226;16350;15000;181345
6601;São Paulo;216;4;4;4;9;aceita;sem mobilha;1710;2800;686;36;5232;4510;54842
6602;São Paulo;444;4;4;5;-;aceita;mobilhado;0;10000;584;151;10740;10000;120735
6603;Porto Alegre;69;3;2;1;5;aceita;sem mobilha;395;1850;65;28;2338;2245;27033
6604;Belo Horizonte;76;2;1;2;3;não aceita;mobilhado;205;2100;99;28;2432;2305;27787
6605;São Paulo;180;3;5;3;3;aceita;sem mobilha;2900;8100;0;103;11100;11000;132103
6606;São Paulo;445;3;5;4;-;aceita;mobilhado;3191;15000;1339;226;19760;18191;219857
6607;São Paulo;156;3;4;3;8;aceita;sem mobilha;1600;4200;305;54;6159;5800;69959
6608;São Paulo;35;1;1;0;-;aceita;sem mobilha;0;1100;30;14;1144;1100;13244
6609;São Paulo;130;3;4;3;7;aceita;sem mobilha;1413;2400;597;31;4441;3813;46384
6610;Porto Alegre;92;3;2;1;4;aceita;mobilhado;720;3200;75;47;4042;3920;47162
6611;São Paulo;200;3;2;4;-;aceita;sem mobilha;0;8500;407;128;9035;8500;102535
6612;São Paulo;50;2;1;1;13;aceita;sem mobilha;650;1300;4;17;1971;1950;23421
6613;Belo Horizonte;50;2;1;0;-;não aceita;sem mobilha;0;850;25;14;889;850;10239
6614;São Paulo;155;3;3;2;2;aceita;mobilhado;2300;12000;700;153;15150;14300;172453
6615;Belo Horizonte;1000;5;4;3;15;aceita;sem mobilha;1255;7000;634;94;8983;8255;99788
6616;Rio de Janeiro;42;1;1;0;8;não aceita;mobilhado;900;1920;34;25;2879;2820;33899
6617;São Paulo;58;2;1;0;13;aceita;sem mobilha;389;1480;52;19;1940;1869;22499
6618;São Paulo;35;1;1;1;6;não aceita;mobilhado;581;3365;153;43;4142;3946;47548
6619;Belo Horizonte;27;1;1;0;1;não aceita;sem mobilha;0;1167;334;16;1517;1167;14354
6620;Belo Horizonte;16;1;1;0;1;não aceita;sem mobilha;0;650;50;9;709;650;7859
6621;Belo Horizonte;94;3;2;1;1;não aceita;mobilhado;450;1900;125;26;2501;2350;28351
6622;Porto Alegre;83;3;2;1;11;aceita;sem mobilha;750;2500;101;37;3388;3250;39138
6623;Belo Horizonte;360;5;4;4;-;aceita;sem mobilha;0;9000;600;148;9748;9000;108748
6624;Belo Horizonte;360;5;2;2;1;aceita;sem mobilha;550;4600;436;62;5648;5150;62298
6625;Campinas;430;4;5;5;-;aceita;sem mobilha;0;13000;474;196;13670;13000;156670
6626;Belo Horizonte;29;1;1;0;1;aceita;sem mobilha;0;1100;8;15;1123;1100;13223
6627;Rio de Janeiro;120;3;2;0;6;aceita;sem mobilha;650;2490;105;33;3278;3140;37818
6628;São Paulo;50;1;1;1;6;aceita;sem mobilha;1205;4500;251;58;6014;5705;68769
6629;Porto Alegre;60;2;1;0;-;aceita;sem mobilha;0;650;42;12;704;650;7854
6630;São Paulo;45;2;2;0;-;não aceita;sem mobilha;0;1630;84;25;1739;1630;19669
6631;Rio de Janeiro;250;3;2;2;-;aceita;sem mobilha;0;12000;542;183;12730;12000;144725
6632;São Paulo;200;3;2;2;-;aceita;mobilhado;0;4700;184;71;4955;4700;56655
6633;Rio de Janeiro;70;2;1;1;9;aceita;sem mobilha;650;2500;105;33;3288;3150;37938
6634;São Paulo;48;1;1;0;-;não aceita;sem mobilha;0;1100;9;17;1126;1100;13226
6635;São Paulo;70;2;1;1;2;não aceita;sem mobilha;794;2500;14;32;3340;3294;39574
6636;São Paulo;73;2;2;1;6;aceita;mobilhado;1072;5000;196;64;6332;6072;73124
6637;São Paulo;90;2;1;0;1;não aceita;sem mobilha;500;2700;25;35;3260;3200;38460
6638;Porto Alegre;45;1;1;0;1;aceita;sem mobilha;50;640;84;10;784;690;8374
6639;São Paulo;80;2;2;2;-;não aceita;sem mobilha;0;3600;390;55;4045;3600;43645
6640;São Paulo;106;3;2;2;6;aceita;sem mobilha;1400;5520;275;70;7265;6920;83385
6641;Belo Horizonte;45;2;1;1;3;aceita;sem mobilha;286;850;63;12;1211;1136;13707
6642;São Paulo;315;4;4;2;14;aceita;sem mobilha;3500;7450;0;95;11050;10950;131495
6643;São Paulo;287;3;5;0;16;aceita;sem mobilha;3693;12000;1421;153;17270;15693;189890
6644;Belo Horizonte;230;4;3;2;8;aceita;sem mobilha;1900;5500;48;74;7522;7400;88922
6645;São Paulo;42;1;2;1;6;não aceita;sem mobilha;690;2500;313700;32;316900;3190;352012
6646;Rio de Janeiro;152;2;2;1;3;aceita;sem mobilha;1100;1500;342;20;2962;2600;31562
6647;Campinas;75;3;1;2;3;aceita;sem mobilha;599;1300;74;17;1990;1899;22879
6648;São Paulo;94;3;2;2;3;aceita;sem mobilha;1000;2000;42;26;3068;3000;36068
6649;Rio de Janeiro;70;2;2;0;5;não aceita;sem mobilha;410;2100;13;28;2551;2510;30161
6650;São Paulo;59;2;1;0;15;aceita;sem mobilha;542;1750;0;23;2315;2292;27527
6651;São Paulo;380;4;3;2;12;não aceita;mobilhado;5500;15000;1000;191;21690;20500;247191
6652;São Paulo;217;4;4;3;1;aceita;sem mobilha;3800;4910;1417;63;10190;8710;106000
6653;São Paulo;110;2;1;1;2;aceita;sem mobilha;1200;2800;137;36;4173;4000;48173
6654;Campinas;38;1;1;0;8;aceita;sem mobilha;300;550;70;7;927;850;10277
6655;São Paulo;310;4;5;5;6;aceita;mobilhado;3800;12000;2709;153;18660;15800;192462
6656;São Paulo;400;3;4;2;-;aceita;sem mobilha;0;3150;0;48;3198;3150;37848
6657;Porto Alegre;55;2;1;1;4;aceita;sem mobilha;250;1500;83;22;1855;1750;21105
6658;São Paulo;320;3;5;0;10;não aceita;sem mobilha;4778;6000;2417;77;13270;10778;131830
6659;Campinas;75;3;2;2;13;não aceita;sem mobilha;700;1600;75;21;2396;2300;27696
6660;Belo Horizonte;235;4;5;3;6;aceita;sem mobilha;760;3300;496;44;4600;4060;49260
6661;Belo Horizonte;434;5;6;0;10;não aceita;mobilhado;2629;11000;2192;147;15970;13629;165887
6662;São Paulo;160;4;4;2;3;não aceita;sem mobilha;2700;7000;275;89;10060;9700;116764
6663;São Paulo;108;3;2;2;5;aceita;sem mobilha;1100;4348;250;56;5754;5448;65682
6664;São Paulo;280;5;5;2;1;aceita;mobilhado;4374;12750;929;162;18220;17124;206579
6665;Rio de Janeiro;55;2;1;1;3;aceita;sem mobilha;670;680;125;9;1484;1350;16334
6666;Rio de Janeiro;60;2;1;1;1;não aceita;sem mobilha;800;1500;55;20;2375;2300;27675
6667;São Paulo;226;4;4;3;4;não aceita;sem mobilha;3500;10000;1200;127;14830;13500;163327
6668;Belo Horizonte;58;2;1;1;2;aceita;sem mobilha;200;900;0;12;1112;1100;13212
6669;São Paulo;178;4;3;2;5;aceita;sem mobilha;1700;6700;660;85;9145;8400;101545
6670;Porto Alegre;40;1;1;0;2;aceita;mobilhado;120;1150;35;17;1322;1270;15292
6671;Campinas;205;3;2;4;-;aceita;sem mobilha;0;2490;57;38;2585;2490;29975
6672;São Paulo;112;3;2;3;3;aceita;sem mobilha;1251;2500;332;32;4115;3751;45376
6673;Belo Horizonte;300;4;4;3;13;aceita;mobilhado;1850;15000;1100;200;18150;16850;203500
6674;São Paulo;140;3;3;2;-;aceita;sem mobilha;0;5000;300;76;5376;5000;60376
6675;Belo Horizonte;113;2;2;2;4;aceita;sem mobilha;330;2600;116;35;3081;2930;35311
6676;Belo Horizonte;96;3;2;2;1;não aceita;sem mobilha;450;1400;120;19;1989;1850;22339
6677;São Paulo;55;1;2;1;4;aceita;mobilhado;550;3500;0;45;4095;4050;48645
6678;São Paulo;180;2;3;3;7;aceita;mobilhado;3300;7600;1025;54;11980;10900;131879
6679;São Paulo;240;7;3;4;-;aceita;sem mobilha;0;6000;834;91;6925;6000;72925
6680;São Paulo;80;3;4;1;-;aceita;sem mobilha;0;3000;0;46;3046;3000;36046
6681;Belo Horizonte;230;5;3;2;3;aceita;sem mobilha;500;2200;249;30;2979;2700;32679
6682;Belo Horizonte;127;3;2;3;1;aceita;sem mobilha;750;3000;317;40;4107;3750;45357
6683;Belo Horizonte;156;4;4;3;7;aceita;sem mobilha;900;6500;369;87;7856;7400;89256
6684;São Paulo;65;2;1;2;21;aceita;sem mobilha;1111;4000;233;51;5395;5111;61616
6685;São Paulo;88;2;2;2;8;aceita;mobilhado;1000;4500;134;58;5692;5500;66192
6686;Porto Alegre;107;3;2;1;-;aceita;sem mobilha;0;2000;42;36;2078;2000;24078
6687;Rio de Janeiro;60;2;1;1;2;aceita;sem mobilha;550;1200;55;16;1821;1750;21071
6688;Porto Alegre;35;1;1;0;1;aceita;sem mobilha;230;550;9;9;798;780;9378
6689;Porto Alegre;243;3;5;1;2;aceita;sem mobilha;1788;5556;667;82;8093;7344;88877
6690;São Paulo;30;1;1;0;-;não aceita;sem mobilha;0;850;67;13;930;850;10280
6691;Campinas;45;1;1;1;4;aceita;sem mobilha;700;870;46;12;1628;1570;18898
6692;Rio de Janeiro;130;3;2;2;-;aceita;sem mobilha;0;3000;167;46;3213;3000;36213
6693;Porto Alegre;80;2;2;0;3;aceita;mobilhado;300;2800;0;41;3141;3100;37241
6694;São Paulo;98;2;2;1;13;aceita;sem mobilha;1055;2166;384;28;3633;3221;39064
6695;São Paulo;15;1;1;0;-;não aceita;mobilhado;0;1200;83;16;1299;1200;14499
6696;Rio de Janeiro;57;2;2;1;9;aceita;sem mobilha;1080;1800;281;24;3185;2880;34865
6697;Porto Alegre;180;4;2;2;3;aceita;sem mobilha;1000;2400;109;36;3545;3400;40945
6698;São Paulo;200;4;4;3;5;aceita;sem mobilha;2715;7000;834;89;10640;9715;117503
6699;Rio de Janeiro;70;2;2;1;-;aceita;sem mobilha;200;1900;55;29;2184;2100;25284
6700;São Paulo;350;2;1;0;-;aceita;sem mobilha;0;2500;209;38;2747;2500;30247
6701;Porto Alegre;64;2;1;0;4;não aceita;mobilhado;250;1700;9;25;1984;1950;23434
6702;Porto Alegre;40;1;1;0;-;não aceita;sem mobilha;0;750;0;14;764;750;9014
6703;Belo Horizonte;73;1;1;0;4;aceita;sem mobilha;0;700;0;10;710;700;8410
6704;São Paulo;200;3;3;2;8;aceita;sem mobilha;2500;12000;834;153;15490;14500;174987
6705;São Paulo;36;1;1;1;4;aceita;mobilhado;719;1990;119;26;2854;2709;32653
6706;Campinas;63;2;1;0;-;aceita;sem mobilha;400;850;26;11;1287;1250;15037
6707;São Paulo;85;2;1;1;6;aceita;sem mobilha;750;3500;105;45;4400;4250;51150
6708;São Paulo;198;5;5;2;1;aceita;sem mobilha;1500;3801;554;49;5904;5301;64215
6709;Campinas;70;3;1;1;1;aceita;sem mobilha;315;940;64;12;1331;1255;15136
6710;Belo Horizonte;60;2;1;1;12;não aceita;sem mobilha;285;1000;20;14;1319;1285;15454
6711;Belo Horizonte;90;4;3;1;2;aceita;sem mobilha;150;950;83;13;1196;1100;13296
6712;Porto Alegre;98;2;1;0;9;aceita;sem mobilha;380;1800;91;27;2298;2180;26278
6713;São Paulo;103;3;2;2;6;aceita;sem mobilha;1150;3000;459;39;4648;4150;50298
6714;São Paulo;160;2;3;0;-;aceita;sem mobilha;0;4300;124;65;4489;4300;51789
6715;Rio de Janeiro;100;3;2;1;8;aceita;mobilhado;1600;4000;184;52;5836;5600;67436
6716;São Paulo;50;2;1;1;17;aceita;sem mobilha;465;1000;0;13;1478;1465;17593
6717;São Paulo;55;2;1;1;4;aceita;sem mobilha;671;1100;0;14;1785;1771;21266
6718;São Paulo;80;2;2;0;9;não aceita;sem mobilha;600;2550;46;33;3229;3150;37879
6719;São Paulo;50;1;1;0;-;aceita;sem mobilha;0;690;0;11;701;690;8291
6720;Rio de Janeiro;25;1;1;0;3;não aceita;sem mobilha;328;1900;0;25;2253;2228;26761
6721;São Paulo;120;2;2;2;-;aceita;sem mobilha;100;5500;158;83;5841;5600;67441
6722;São Paulo;127;3;3;2;1;aceita;sem mobilha;804;3800;257;49;4910;4604;55554
6723;São Paulo;98;3;2;1;9;aceita;sem mobilha;1350;5500;200;70;7120;6850;82470
6724;São Paulo;65;1;1;0;1;não aceita;mobilhado;550;3050;25;39;3664;3600;43264
6725;Rio de Janeiro;86;2;2;2;2;aceita;sem mobilha;700;1200;8;16;1924;1900;22824
6726;Porto Alegre;200;4;3;0;-;não aceita;sem mobilha;0;15000;834;267;16100;15000;181101
6727;São Paulo;360;4;5;5;20;aceita;sem mobilha;4900;10000;1666;127;16690;14900;180593
6728;São Paulo;65;2;1;1;2;aceita;sem mobilha;330;1410;74;18;1832;1740;20972
6729;São Paulo;93;1;3;1;4;não aceita;sem mobilha;1040;3500;33;45;4618;4540;54558
6730;São Paulo;187;4;5;3;5;aceita;sem mobilha;3912;5300;1424;68;10700;9212;112036
6731;Belo Horizonte;616;5;5;6;-;aceita;sem mobilha;0;12500;1103;205;13810;12500;151308
6732;Rio de Janeiro;86;2;2;2;2;aceita;sem mobilha;700;1200;8;16;1924;1900;22824
6733;São Paulo;139;2;2;1;4;aceita;sem mobilha;707;4396;153;56;5312;5103;61445
6734;Rio de Janeiro;100;2;2;1;21;não aceita;sem mobilha;1230;2000;13;26;3269;3230;38799
6735;São Paulo;285;4;4;4;9;aceita;sem mobilha;2750;8000;1750;102;12600;10750;130852
6736;São Paulo;52;2;1;1;8;aceita;sem mobilha;760;3000;145;39;3944;3760;45304
6737;São Paulo;39;1;1;0;10;aceita;mobilhado;300;2000;0;26;2326;2300;27626
6738;Porto Alegre;42;1;2;1;2;aceita;sem mobilha;217;1800;42;27;2086;2017;24273
6739;Rio de Janeiro;30;1;1;0;10;aceita;mobilhado;340;1386;34;18;1778;1726;20764
6740;Rio de Janeiro;70;2;1;1;7;aceita;sem mobilha;729;900;122;12;1763;1629;19682
6741;São Paulo;60;1;1;0;2;aceita;sem mobilha;70;1200;50;16;1336;1270;15306
6742;São Paulo;90;2;2;2;7;aceita;sem mobilha;1630;3040;322;39;5031;4670;56401
6743;Porto Alegre;61;2;1;0;2;aceita;sem mobilha;380;850;30;13;1273;1230;14803
6744;Porto Alegre;50;1;1;0;8;aceita;sem mobilha;320;780;25;12;1137;1100;13237
6745;Campinas;48;2;1;1;8;aceita;sem mobilha;380;1545;49;20;1994;1925;23169
6746;São Paulo;27;1;1;0;5;não aceita;sem mobilha;1405;3500;1;45;4951;4905;58906
6747;Belo Horizonte;100;3;3;1;4;aceita;mobilhado;1300;2600;300;35;4235;3900;47135
6748;São Paulo;155;2;1;1;2;aceita;sem mobilha;1700;4500;510;58;6768;6200;74968
6749;São Paulo;230;4;5;0;-;aceita;mobilhado;0;7600;300;115;8015;7600;91615
6750;Campinas;47;1;1;1;8;aceita;sem mobilha;560;1100;46;14;1720;1660;19980
6751;Campinas;55;2;1;1;-;aceita;sem mobilha;400;730;24;10;1164;1130;13594
6752;Campinas;60;1;1;1;8;aceita;sem mobilha;340;1100;1;14;1455;1440;17295
6753;Belo Horizonte;380;5;6;2;-;aceita;sem mobilha;0;4500;125;74;4699;4500;54199
6754;São Paulo;180;3;2;4;-;não aceita;mobilhado;0;11000;667;166;11830;11000;132833
6755;Porto Alegre;196;3;4;2;7;aceita;mobilhado;2000;4600;325;68;6993;6600;79593
6756;Porto Alegre;70;2;1;0;-;aceita;sem mobilha;350;1300;42;19;1711;1650;19861
6757;São Paulo;227;4;3;3;10;aceita;mobilhado;4000;10000;1700;127;15830;14000;169827
6758;São Paulo;60;2;1;1;6;aceita;mobilhado;620;2650;63;34;3367;3270;39337
6759;Porto Alegre;63;2;2;1;8;aceita;sem mobilha;500;1960;6;29;2495;2460;29555
6760;São Paulo;150;3;3;2;7;aceita;sem mobilha;1300;3400;200;44;4944;4700;56644
6761;Campinas;144;4;3;2;13;aceita;sem mobilha;1357;1750;210;23;3340;3107;37517
6762;Rio de Janeiro;200;2;1;0;-;aceita;sem mobilha;0;3000;0;46;3046;3000;36046
6763;São Paulo;34;2;1;0;10;aceita;sem mobilha;300;2200;15;28;2543;2500;30043
6764;São Paulo;74;2;3;2;24;aceita;sem mobilha;450;3200;40;41;3731;3650;43881
6765;Porto Alegre;73;3;1;0;2;aceita;sem mobilha;415;1800;44;27;2286;2215;26651
6766;São Paulo;368;4;5;6;1;não aceita;sem mobilha;4384;8500;2037;108;15030;12884;156753
6767;Rio de Janeiro;160;3;2;1;7;aceita;sem mobilha;2305;2300;205;30;4840;4605;55495
6768;Belo Horizonte;120;4;3;2;4;aceita;sem mobilha;0;3250;0;44;3294;3250;39044
6769;Belo Horizonte;180;4;3;4;6;não aceita;sem mobilha;1633;12000;695;160;14490;13633;164451
6770;Belo Horizonte;290;3;3;0;-;aceita;sem mobilha;0;6000;276;99;6375;6000;72375
6771;São Paulo;225;4;3;2;-;aceita;sem mobilha;0;3995;132;61;4188;3995;48133
6772;Campinas;60;3;1;1;-;não aceita;sem mobilha;450;1087;67;14;1618;1537;18525
6773;São Paulo;35;1;1;0;1;não aceita;sem mobilha;250;1305;0;17;1572;1555;18677
6774;São Paulo;95;3;2;1;11;aceita;sem mobilha;1334;6500;280;83;8197;7834;94371
6775;Belo Horizonte;260;4;4;0;5;aceita;sem mobilha;562;6500;241;87;7390;7062;85072
6776;São Paulo;260;4;4;4;8;aceita;sem mobilha;3150;10000;1163;127;14440;13150;159090
6777;Rio de Janeiro;350;3;2;3;-;aceita;sem mobilha;0;15000;834;229;16060;15000;181063
6778;São Paulo;500;4;4;0;-;aceita;sem mobilha;0;6000;467;91;6558;6000;72558
6779;Porto Alegre;42;1;1;1;2;aceita;sem mobilha;255;2198;0;33;2486;2453;29469
6780;São Paulo;80;2;1;1;2;aceita;mobilhado;1600;3500;188;45;5333;5100;61433
6781;São Paulo;100;5;5;2;-;não aceita;sem mobilha;0;4500;382;68;4950;4500;54450
6782;São Paulo;110;2;2;2;9;aceita;sem mobilha;1090;2300;109;30;3529;3390;40819
6783;São Paulo;70;1;1;0;-;não aceita;sem mobilha;0;1520;125;23;1668;1520;18388
6784;São Paulo;12;1;1;0;-;não aceita;sem mobilha;0;950;50;13;1013;950;11463
6785;São Paulo;62;1;1;1;-;não aceita;sem mobilha;0;1300;9;20;1329;1300;15629
6786;São Paulo;90;2;1;1;1;aceita;sem mobilha;800;1600;84;21;2505;2400;28905
6787;São Paulo;220;3;3;2;11;aceita;sem mobilha;4500;9000;584;115;14200;13500;162699
6788;Porto Alegre;197;3;2;3;3;aceita;sem mobilha;1780;7000;425;103;9308;8780;105888
6789;São Paulo;214;3;2;5;4;aceita;sem mobilha;4226;14000;2469;178;20870;18226;221359
6790;Rio de Janeiro;105;3;2;1;2;aceita;sem mobilha;1200;1750;147;23;3120;2950;35570
6791;Belo Horizonte;390;5;5;5;8;não aceita;sem mobilha;1300;8000;797;107;10200;9300;112504
6792;São Paulo;390;4;5;4;-;aceita;mobilhado;0;11500;784;173;12460;11500;138957
6793;Rio de Janeiro;105;3;2;1;5;aceita;sem mobilha;1350;3700;380;28;5458;5050;61008
6794;São Paulo;270;3;6;2;8;aceita;mobilhado;2800;3270;1000;42;7112;6070;73882
6795;Belo Horizonte;260;4;4;5;5;não aceita;sem mobilha;295;4500;407;60;5262;4795;58007
6796;Rio de Janeiro;344;4;3;2;16;aceita;mobilhado;2414;3612;419;47;6492;6026;72778
6797;São Paulo;100;2;1;0;-;não aceita;sem mobilha;0;2000;110;31;2141;2000;24141
6798;Rio de Janeiro;50;2;1;0;5;aceita;mobilhado;460;1800;50;24;2334;2260;27194
6799;São Paulo;183;4;3;4;3;aceita;sem mobilha;2380;5950;192;76;8598;8330;100228
6800;São Paulo;270;4;5;3;19;aceita;mobilhado;2500;9753;1500;124;13880;12253;148660
6801;São Paulo;180;2;3;2;9;aceita;sem mobilha;2000;5900;604;75;8579;7900;95479
6802;São Paulo;52;2;1;1;9;não aceita;sem mobilha;350;1580;0;21;1951;1930;23181
6803;São Paulo;260;4;4;4;-;aceita;sem mobilha;0;4500;0;68;4568;4500;54068
6804;Rio de Janeiro;38;1;1;1;3;aceita;sem mobilha;423;1450;0;19;1892;1873;22495
6805;São Paulo;40;1;1;1;13;aceita;sem mobilha;1840;2990;409;38;5277;4830;58407
6806;São Paulo;360;4;5;4;18;aceita;sem mobilha;3150;7800;1350;99;12400;10950;132849
6807;Porto Alegre;160;3;3;3;8;aceita;mobilhado;2200;8950;621;131;11900;11150;134552
6808;São Paulo;120;3;2;2;-;aceita;sem mobilha;0;4800;192;73;5065;4800;57865
6809;São Paulo;70;2;1;1;1;aceita;sem mobilha;280;1000;138;13;1431;1280;15511
6810;Campinas;203;3;1;2;-;aceita;sem mobilha;0;3300;117;50;3467;3300;39767
6811;São Paulo;18;1;1;0;1;não aceita;sem mobilha;0;1260;0;16;1276;1260;15136
6812;Rio de Janeiro;50;2;1;1;5;aceita;mobilhado;470;1550;13;20;2053;2020;24273
6813;São Paulo;33;1;1;0;4;aceita;sem mobilha;400;1300;50;17;1767;1700;20467
6814;São Paulo;30;1;1;0;-;aceita;sem mobilha;0;1090;75;14;1179;1090;13169
6815;São Paulo;330;2;4;3;-;aceita;sem mobilha;0;6000;2000;91;8091;6000;74091
6816;Porto Alegre;60;2;2;1;4;não aceita;sem mobilha;600;2170;67;32;2869;2770;33339
6817;São Paulo;144;3;4;3;4;aceita;mobilhado;856;7200;589;92;8737;8056;97353
6818;Rio de Janeiro;93;2;1;1;7;aceita;mobilhado;1200;5500;317;71;7088;6700;80788
6819;São Paulo;100;2;1;1;-;aceita;sem mobilha;0;1900;84;29;2013;1900;22913
6820;Porto Alegre;71;3;1;0;1;aceita;sem mobilha;320;1250;46;19;1635;1570;18905
6821;Rio de Janeiro;67;1;1;1;11;aceita;sem mobilha;508;800;123;11;1442;1308;15830
6822;São Paulo;70;2;1;0;1;aceita;sem mobilha;521;3000;50;39;3610;3521;42341
6823;Belo Horizonte;300;4;6;4;2;aceita;mobilhado;2350;13000;1387;174;16910;15350;185761
6824;São Paulo;240;3;2;2;17;não aceita;sem mobilha;2680;9800;667;125;13270;12480;150552
6825;São Paulo;96;3;1;2;1;aceita;sem mobilha;600;1847;15;24;2486;2447;29403
6826;São Paulo;200;4;3;2;10;aceita;mobilhado;2400;4500;1334;58;8292;6900;84192
6827;Campinas;54;1;2;1;6;aceita;mobilhado;400;3500;0;45;3945;3900;46845
6828;São Paulo;174;3;5;3;24;aceita;sem mobilha;1350;6800;4565;87;12800;8150;102452
6829;São Paulo;350;3;4;4;-;aceita;mobilhado;0;15000;1234;226;16460;15000;181460
6830;Belo Horizonte;92;3;2;2;3;aceita;sem mobilha;300;1950;171;26;2447;2250;27197
6831;Belo Horizonte;125;3;2;0;2;aceita;sem mobilha;704;1850;384;25;2963;2554;31057
6832;Campinas;308;3;4;4;-;aceita;sem mobilha;0;8000;478;121;8599;8000;96599
6833;São Paulo;375;4;5;4;-;aceita;sem mobilha;0;12750;959;192;13900;12750;154151
6834;São Paulo;137;3;4;2;2;aceita;sem mobilha;1300;2200;334;28;3862;3500;42362
6835;Belo Horizonte;70;1;1;0;1;aceita;sem mobilha;200;1100;135;15;1450;1300;15750
6836;Belo Horizonte;65;2;2;1;3;aceita;sem mobilha;220;1200;96;16;1532;1420;17152
6837;São Paulo;107;2;2;2;18;aceita;mobilhado;1800;12800;417;163;15180;14600;175780
6838;São Paulo;85;2;2;1;13;aceita;sem mobilha;1470;4131;311;53;5965;5601;67576
6839;São Paulo;69;2;1;0;4;aceita;sem mobilha;525;3000;0;22;3547;3525;42322
6840;Belo Horizonte;110;3;2;1;2;não aceita;sem mobilha;400;1400;150;19;1969;1800;21769
6841;Porto Alegre;113;3;2;3;4;aceita;sem mobilha;599;2200;100;33;2932;2799;33721
6842;São Paulo;213;4;3;0;3;aceita;mobilhado;440;5100;0;65;5605;5540;66545
6843;São Paulo;140;2;2;2;-;não aceita;sem mobilha;0;2700;56;41;2797;2700;32497
6844;Belo Horizonte;253;3;3;3;4;aceita;sem mobilha;326;2400;251;32;3009;2726;32995
6845;Belo Horizonte;490;4;4;3;-;aceita;sem mobilha;0;9000;585;148;9733;9000;108733
6846;São Paulo;96;4;2;2;-;aceita;sem mobilha;0;3710;412;56;4178;3710;44988
6847;São Paulo;23;1;1;0;25;aceita;sem mobilha;393;2100;59;27;2579;2493;30002
6848;Rio de Janeiro;80;2;2;1;9;não aceita;mobilhado;3908;5000;380;65;9353;8908;107341
6849;São Paulo;92;3;2;2;10;aceita;sem mobilha;990;3500;317;45;4852;4490;54242
6850;Rio de Janeiro;25;1;1;0;2;aceita;mobilhado;530;1900;350;25;2805;2430;29535
6851;São Paulo;220;3;2;8;-;aceita;sem mobilha;0;4335;263;66;4664;4335;52349
6852;São Paulo;70;3;1;1;1;aceita;sem mobilha;1080;2000;67;26;3173;3080;37053
6853;São Paulo;130;3;2;1;1;não aceita;sem mobilha;1144;4300;167;55;5666;5444;65550
6854;Rio de Janeiro;120;3;2;0;5;aceita;mobilhado;980;1800;162;24;2966;2780;33546
